text,label
"salah satu café favorit keluarga. setiap datang ke sini selalu malam dan pada waktu weekend jadi baristanya nga bisa membuat custom 3d latte art. tempatnya luas , nyaman dan ada live musicnya juga. beberapa kali pesan berbagai macam western & asian food mulai dari salad, steak dll rasanya enak juga. saya suka saka caesar salad dan avocado pineapple saladnya enak. masih penasaran 3d latte artnya deh, kapan2 balik lagi ke sini lagi di siang hari. recommended.","[{""end"": 196, ""labels"": [""Positive"", ""Ambience""], ""start"": 146, ""text"": ""tempatnya luas , nyaman dan ada live musicnya juga""}, {""end"": 294, ""labels"": [""Positive"", ""Food""], ""start"": 265, ""text"": ""salad, steak dll rasanya enak""}, {""end"": 363, ""labels"": [""Positive"", ""Food""], ""start"": 333, ""text"": ""avocado pineapple saladnya ena""}]"
makanan yang sebenarnya simple tapi enak banget :),"[{""end"": 47, ""labels"": [""Positive"", ""Food""], ""start"": 24, ""text"": ""simple tapi enak banget""}]"
"it was okayyyyy, the parking lot was so small tho salmon mentaiko pasta was very delicious. it's the best menu we ordered that night","[{""end"": 45, ""labels"": [""Negative"", ""Service""], ""start"": 17, ""text"": ""the parking lot was so small""}, {""end"": 90, ""labels"": [""Positive"", ""Food""], ""start"": 50, ""text"": ""salmon mentaiko pasta was very delicious""}]"
"found this place when looking for a never been visited cafe experience, and it turn out to be a good one. can't give it 5 stars yet cause we've only try it once, maybe after a few visit it will change. the food if good. nachos although already change to suit indonesian taste still good. the steak taste a liiittle too salty but cooked well. the parm chicken also good. thick juicy chicken with thin crispy breading and a surprise cheese stuffing. it's too little to actually taste what kind of cheese exactly though. will come back yo try their other menus sometime later.","[{""end"": 218, ""labels"": [""Positive"", ""Food""], ""start"": 202, ""text"": ""the food if good""}, {""end"": 324, ""labels"": [""Negative"", ""Food""], ""start"": 288, ""text"": ""the steak taste a liiittle too salty""}, {""end"": 340, ""labels"": [""Positive"", ""Food""], ""start"": 329, ""text"": ""cooked well""}, {""end"": 572, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 518, ""text"": ""will come back yo try their other menus sometime later""}]"
"good coffee, large variety of menu but still well maintained its quality.","[{""end"": 11, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""good coffee""}, {""end"": 34, ""labels"": [""Positive"", ""Food""], ""start"": 13, ""text"": ""large variety of menu""}]"
"great foods and ambiance. the waiters are friendly as well. they have superb pesto pasta. was worried at first bcs not a lot of restaurants know how to make the perfect pesto pasta, but this one nailed it. great job!","[{""end"": 11, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""great foods""}, {""end"": 50, ""labels"": [""Positive"", ""Service""], ""start"": 26, ""text"": ""the waiters are friendly""}, {""end"": 88, ""labels"": [""Positive"", ""Food""], ""start"": 70, ""text"": ""superb pesto pasta""}]"
"pertama kali ke saka bistro and bar dan wow tempatnya luas banget. nyaman buat nongkrong & asik juga kalau mau foto2 ootd. pelayanannya juga ramah.  saya dan teman pesan art latte utk cappuccino & caffe latte. teman saya pesan cream soup & quesadillas, sementara saya langsung tergoda sama creamy pasta with salmon.   saya suka sama pastanya, porsi pas, gak berani foto lama2 takut pastanya jadi keras. love the creamy pasta, tenang gak akan bikin eneg kok.  ketika art latte datang, my goodness... personal banget rasanya. yg saya pesan cappuccino ada doggy lucu yang berusaha meraih kitty cat di caffe latte; pesanan teman. love it! totally recommended buat ke sini kl lagi ke bandung.","[{""end"": 65, ""labels"": [""Positive"", ""Ambience""], ""start"": 44, ""text"": ""tempatnya luas banget""}, {""end"": 88, ""labels"": [""Positive"", ""Ambience""], ""start"": 67, ""text"": ""nyaman buat nongkrong""}, {""end"": 146, ""labels"": [""Positive"", ""Service""], ""start"": 123, ""text"": ""pelayanannya juga ramah""}, {""end"": 341, ""labels"": [""Positive"", ""Food""], ""start"": 318, ""text"": ""saya suka sama pastanya""}, {""end"": 352, ""labels"": [""Positive"", ""Food""], ""start"": 343, ""text"": ""porsi pas""}, {""end"": 424, ""labels"": [""Positive"", ""Food""], ""start"": 403, ""text"": ""love the creamy pasta""}, {""end"": 686, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 635, ""text"": ""totally recommended buat ke sini kl lagi ke bandung""}]"
"lovely find at bandung, really love its industrial sophisticated design with black leather and woody furniture tat matches this wooden building perfectly.  we orderd pineapple + avocado salad, gnocchi with grilled chicken and lamb shank. it's a beautiful concussion of sweet pineapple with soft avocado, what a refreshing appetiser!  the gnocchi was the second surprise. once the plate was served on table, immediately i caught the fragrance of freshly grated parmesan cheese.. i told my hubby, ""i don't need to try it, this dish is gonna be awesome!"" indeed, the complexity and freshness of home-made pesto sauce gave the tender gnocchi the perfect coating. i didn't put high hope on the grilled chicken as it taste hard n tasteless at usual restaurants. i was wrong! the grilled chicken is grilled to perfection, and meat was truly tender. love it. lamb shank was tender n fragrantful too.  really enjoyed our dinner there! a definite 5 from me!! ","[{""end"": 90, ""labels"": [""Positive"", ""Ambience""], ""start"": 24, ""text"": ""really love its industrial sophisticated design with black leather""}, {""end"": 331, ""labels"": [""Positive"", ""Food""], ""start"": 311, ""text"": ""refreshing appetiser""}, {""end"": 813, ""labels"": [""Positive"", ""Food""], ""start"": 769, ""text"": ""the grilled chicken is grilled to perfection""}, {""end"": 657, ""labels"": [""Positive"", ""Food""], ""start"": 560, ""text"": ""the complexity and freshness of home-made pesto sauce gave the tender gnocchi the perfect coating""}, {""end"": 840, ""labels"": [""Positive"", ""Food""], ""start"": 819, ""text"": ""meat was truly tender""}, {""end"": 890, ""labels"": [""Positive"", ""Food""], ""start"": 851, ""text"": ""lamb shank was tender n fragrantful too""}, {""end"": 924, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 893, ""text"": ""really enjoyed our dinner there""}, {""end"": 946, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 928, ""text"": ""definite 5 from me""}]"
"weekend kemarin ketika liburan di bandung kepikiran utk makan rhum raisin ice cream di braga permai. maka kami pun ke sana sekalian lunch  kami duduk di ruangan bangunan baru yg ada di sebelah bangunan utama dengan dekorasi di buat terkesanrq oldies agar serasi dengan bangunan utama menu yg saya pesan 1.  pizza braga permai : pizza dengan potongan daging ham dan keju. pizzanya enak tipis , garing saos nya juga pas rasanya 2. tenderloin ala braga permai. secara penampilan alias plating nya kurang menggiurkan. tapi untung rasanya enak. daging nya empuk  3. salmon wellington : pastri nya crunchy salmonnya juga enak cooked well. sayang saus pendamping nya mengecewakan. hanya terasa berminyak dan asam2 gak cocok 4. sop buntut : daging empuk, isinya lumayannya banyak. tapi kuahnya terlalu berminyak dan over power dari kayu manis  setelah selesai dengan main course maka kami minta utk di keluarkan ice nya. lumayan lama untuk penyajiannya  dan ketika di serve salah satu ice yg kami order 3 scoope ice sudah meleleh. namun rhum raisin nya masih bagus. dan ketika di coba saya kaget kalau rasanya jauh berbeda dengan dulu. dan saya lihat ini ice cream seperti pabrikan tastenya pun sama. ternyata setelah di cross check benar bahwa menggunakan ice cream pabrikan. kecewa berat padahal ke sana karena ice cream well menurut info yg di dapat mesin ice cream rusak sudah agak lama dan akhirnya memutuskan menggunakan ice cream pabrikan. better beli ice cream di seberang ny better :) sorry to say  untuk harga main course agak tinggi tp mgkn karena membayar juga biaya utk tempat. untuk service nya ok pelayanan nya tanggap dan ramah","[{""end"": 390, ""labels"": [""Positive"", ""Food""], ""start"": 371, ""text"": ""pizzanya enak tipis""}, {""end"": 425, ""labels"": [""Positive"", ""Food""], ""start"": 393, ""text"": ""garing saos nya juga pas rasanya""}, {""end"": 512, ""labels"": [""Negative"", ""Food""], ""start"": 482, ""text"": ""plating nya kurang menggiurkan""}, {""end"": 538, ""labels"": [""Positive"", ""Food""], ""start"": 526, ""text"": ""rasanya enak""}, {""end"": 556, ""labels"": [""Positive"", ""Food""], ""start"": 540, ""text"": ""daging nya empuk""}, {""end"": 631, ""labels"": [""Positive"", ""Food""], ""start"": 581, ""text"": ""pastri nya crunchy salmonnya juga enak cooked well""}, {""end"": 672, ""labels"": [""Negative"", ""Food""], ""start"": 640, ""text"": ""saus pendamping nya mengecewakan""}, {""end"": 745, ""labels"": [""Positive"", ""Food""], ""start"": 733, ""text"": ""daging empuk""}, {""end"": 771, ""labels"": [""Positive"", ""Food""], ""start"": 747, ""text"": ""isinya lumayannya banyak""}, {""end"": 803, ""labels"": [""Negative"", ""Food""], ""start"": 778, ""text"": ""kuahnya terlalu berminyak""}, {""end"": 944, ""labels"": [""Negative"", ""Service""], ""start"": 913, ""text"": ""lumayan lama untuk penyajiannya""}, {""end"": 1535, ""labels"": [""Negative"", ""Price""], ""start"": 1506, ""text"": ""harga main course agak tinggi""}, {""end"": 1635, ""labels"": [""Positive"", ""Service""], ""start"": 1589, ""text"": ""service nya ok pelayanan nya tanggap dan ramah""}]"
"siapasih yang ga tau resto legend yang 1 ini? resto ini sudah berdiri sejak tahun 1923, yang merupakan resto paling tua di kota bandung.  braga permai buka mulai pukul 06.30, bisa jadi rekomendasi tempat sarapan dengan ambiance yang vintage dan ditemani lantunan live acoustic.  kali ini aku coba menu breakfastnya, mushroom spinach avocado omelette - 23.5k. ini sih bukan omelette, tapi telur dadar biasa yang di bagi 2 menjadi setengah lingkaran dengan isian alpukat, bayam dan jamur yang sudah di beri bumbu. ga lupa disajikan dengan chips yang garing dan gurih. enak banget doong dan murah.","[{""end"": 276, ""labels"": [""Positive"", ""Ambience""], ""start"": 219, ""text"": ""ambiance yang vintage dan ditemani lantunan live acoustic""}, {""end"": 583, ""labels"": [""Positive"", ""Food""], ""start"": 566, ""text"": ""enak banget doong""}, {""end"": 593, ""labels"": [""Positive"", ""Price""], ""start"": 588, ""text"": ""murah""}]"
i had already visited braga permai for several times. their staffs are very friendly and helpful. they gave guests complimentary pastries and very quick with my orders. foods are great. their coffee brewing method and selection are also great. vintage touch to their interior space create a very nice dining experience in braga.,"[{""end"": 96, ""labels"": [""Positive"", ""Service""], ""start"": 60, ""text"": ""staffs are very friendly and helpful""}, {""end"": 242, ""labels"": [""Positive"", ""Food""], ""start"": 192, ""text"": ""coffee brewing method and selection are also great""}, {""end"": 318, ""labels"": [""Positive"", ""Ambience""], ""start"": 244, ""text"": ""vintage touch to their interior space create a very nice dining experience""}]"
"ini restaurant favorite kalo ke bandung ya ke braga permai, tempat nya enak dan makanannya juga enak favorite ku salmon ini gk tau namanya apa harganya kalo gk salah 130k ..","[{""end"": 75, ""labels"": [""Positive"", ""Ambience""], ""start"": 60, ""text"": ""tempat nya enak""}, {""end"": 100, ""labels"": [""Positive"", ""Food""], ""start"": 80, ""text"": ""makanannya juga enak""}]"
"kecewa sm pelayanan nya kmrn ada mba2 namanya mba via dia ga menghargai tamu sama sekali,tp pelayanan yg lain nya sangat ramah","[{""end"": 23, ""labels"": [""Negative"", ""Service""], ""start"": 0, ""text"": ""kecewa sm pelayanan nya""}, {""end"": 126, ""labels"": [""Positive"", ""Service""], ""start"": 92, ""text"": ""pelayanan yg lain nya sangat ramah""}]"
beli omelette sama nasi salmon yg dtg cmn omelette nya doang mana lama bgt lg. mau beli layered cake best sellernya kosong. not coming again.,"[{""end"": 140, ""labels"": [""Negative"", ""Miscellaneous""], ""start"": 124, ""text"": ""not coming again""}, {""end"": 77, ""labels"": [""Negative"", ""Service""], ""start"": 61, ""text"": ""mana lama bgt lg""}]"
"selalu suka dengan ambience nya braga permai. terakhir kesana jumat malam dan vibesnya enak banget untuk nongkrong lama. saya pesan quattro cheese pizza, lasagna dan vanilla millshake. pizza nya enak banget, kejunya melimpah sedangkam lasagna nya biasa aja tapi worth to try kok. oh iya, khusus untuk weekend, kalau mau duduk di luar ada minimum order 150k/orang. tapi ini pas malam aja kok, kalau pagi mau duduk di luar gak ada minimum ","[{""end"": 31, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""selalu suka dengan ambience nya""}, {""end"": 119, ""labels"": [""Positive"", ""Ambience""], ""start"": 78, ""text"": ""vibesnya enak banget untuk nongkrong lama""}, {""end"": 206, ""labels"": [""Positive"", ""Food""], ""start"": 185, ""text"": ""pizza nya enak banget""}, {""end"": 224, ""labels"": [""Positive"", ""Food""], ""start"": 208, ""text"": ""kejunya melimpah""}]"
"pesan lidah bistik with mashed potato. potatonya enak gurih, rasanya pas. lidah bistiknya juga terbaik sih. masih jadi resto keluarga terfavorit","[{""end"": 59, ""labels"": [""Positive"", ""Food""], ""start"": 39, ""text"": ""potatonya enak gurih""}, {""end"": 72, ""labels"": [""Positive"", ""Food""], ""start"": 61, ""text"": ""rasanya pas""}]"
food is good enough. this is japan cuisine (yakiniku and soup with variant taste . the place is homey. and i like the ice cream it's sooo gewd. and yes its #allyoucaneat so better empty your belly before go to this restaurant so then you can be so crazy to eat all those fooooood  #expensivecuisine,"[{""end"": 19, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""food is good enough""}, {""end"": 101, ""labels"": [""Positive"", ""Ambience""], ""start"": 83, ""text"": ""the place is homey""}, {""end"": 142, ""labels"": [""Positive"", ""Food""], ""start"": 114, ""text"": ""the ice cream it's sooo gewd""}]"
"gk tau udh berapa kali pergi ke shabu hachi di bandung. servicenya bagus, waktu itu pernah sumpitnya jatuh dan waitressnya langsung nyamperin kasih sumpit yg baru tanpa diminta dulu.  untuk rasanya gk ush ush tanya lgi, very very delicious   pokoknya sangat sangat sangat worth it ","[{""end"": 72, ""labels"": [""Positive"", ""Service""], ""start"": 56, ""text"": ""servicenya bagus""}, {""end"": 239, ""labels"": [""Positive"", ""Food""], ""start"": 190, ""text"": ""rasanya gk ush ush tanya lgi, very very delicious""}]"
"pelayannaya okee makannan nyaa enak , enak bangett tempatnyaaa saya sukaa makan disiniii","[{""end"": 16, ""labels"": [""Positive"", ""Service""], ""start"": 0, ""text"": ""pelayannaya okee""}, {""end"": 35, ""labels"": [""Positive"", ""Food""], ""start"": 17, ""text"": ""makannan nyaa enak""}, {""end"": 62, ""labels"": [""Positive"", ""Ambience""], ""start"": 38, ""text"": ""enak bangett tempatnyaaa""}]"
makanan nya top bangett tempat nyaa okee. saya sangat suka makan di shabuhachi. makanan all you can eat yang paling enak di bandung ya shabuhachii. adaiin cumii dong hehehe,"[{""end"": 23, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""makanan nya top bangett""}, {""end"": 40, ""labels"": [""Positive"", ""Ambience""], ""start"": 24, ""text"": ""tempat nyaa okee""}]"
minuman makanan nya top banget saya suka juga pelayanan nyaa mba nyaa ramah ramaah . terutama mba nunung selalu menawarkan makanan kalau mau repil makasih buat shabuhachii,"[{""end"": 30, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""minuman makanan nya top banget""}, {""end"": 82, ""labels"": [""Positive"", ""Service""], ""start"": 31, ""text"": ""saya suka juga pelayanan nyaa mba nyaa ramah ramaah""}]"
"makanan nya enak,mengeyangkan makanan nya,tempat nya nyaman,recomanded buat kumpul kumpul keluarga maupun sama teman arisan,musolanya juga nyaman bersih","[{""end"": 16, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""makanan nya enak""}, {""end"": 41, ""labels"": [""Positive"", ""Food""], ""start"": 17, ""text"": ""mengeyangkan makanan nya""}, {""end"": 59, ""labels"": [""Positive"", ""Ambience""], ""start"": 42, ""text"": ""tempat nya nyaman""}, {""end"": 152, ""labels"": [""Positive"", ""Service""], ""start"": 124, ""text"": ""musolanya juga nyaman bersih""}]"
shabu hachi tuh menurut aku resto all u can eat yang harganya bener bener standard dengan pilihan menu yang beragam dari appetizer - dessert bener bener lengkap. mereka tuh nyediain ice cream sellu berbeda loh rasanya tiap hari. menu soup yang paling emak diaini menurutku tomyum ya. untuk pilihan daging regular (suki) + grill (rp 168.000 nett)kalau kalian group (min. 10 orang) bisa booking dan dpt harga spesial.selamat mencoba!!,"[{""end"": 82, ""labels"": [""Positive"", ""Price""], ""start"": 53, ""text"": ""harganya bener bener standard""}, {""end"": 115, ""labels"": [""Positive"", ""Food""], ""start"": 90, ""text"": ""pilihan menu yang beragam""}]"
"pesan yg australian reguler tanpa grill, total sekitar 318k untuk berdua...kuahnya enak, tapi pilihan untuk shabu kurang banyak dan agak males juga minta dagingnya karena pake sistem pesan, lebih nyaman sama all you can eat sebelah dimana daging dll bisa langsung ambil, tapi overall cukup memuaskan","[{""end"": 87, ""labels"": [""Positive"", ""Food""], ""start"": 75, ""text"": ""kuahnya enak""}, {""end"": 127, ""labels"": [""Negative"", ""Food""], ""start"": 94, ""text"": ""pilihan untuk shabu kurang banyak""}, {""end"": 299, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 276, ""text"": ""overall cukup memuaskan""}]"
cozy places. beautifully decorated. and the food i ordered was delicious. try their classic beef burger. the patty is juicy and the egg is perfect. must visit!,"[{""end"": 11, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""cozy places""}, {""end"": 34, ""labels"": [""Positive"", ""Ambience""], ""start"": 13, ""text"": ""beautifully decorated""}, {""end"": 72, ""labels"": [""Positive"", ""Food""], ""start"": 40, ""text"": ""the food i ordered was delicious""}, {""end"": 123, ""labels"": [""Positive"", ""Food""], ""start"": 105, ""text"": ""the patty is juicy""}, {""end"": 146, ""labels"": [""Positive"", ""Food""], ""start"": 128, ""text"": ""the egg is perfect""}, {""end"": 158, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 148, ""text"": ""must visit""}]"
"kesini karena kepo katanya tempatnya bagus, ternyata ga sebagus itu juga sih haha but still cute. karena sebelumnya udah makan, akhirnya numpang ngopi dan ngemil aja disini dengan mesen: 1. hara choco berry:35.000 2. cappuccino double shot: 38.000 3. cassava grated coconut:30.000 total semuanya dengan tax dan service charge 119.000. yg gue suka dari tempat ini malah playlist lagunya, enak2 ayak sylo nozra dll dan gue sesuka itu sama cappuccino nya enak bangeeeeet! buat yg suka kopi wajib coba cappuccino double shot nya!","[{""end"": 67, ""labels"": [""Negative"", ""Ambience""], ""start"": 53, ""text"": ""ga sebagus itu""}, {""end"": 467, ""labels"": [""Positive"", ""Food""], ""start"": 437, ""text"": ""cappuccino nya enak bangeeeeet""}]"
kopinya enak!!  aku pesen mushroom cream soup dan kentang goreng nori. omg enaknyaaa. rasanya mantep banget~  tempatnya jg cantik dan pelayanannya baik :)   will i be back? definitely!!   score? 10/10!!,"[{""end"": 12, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""kopinya enak""}, {""end"": 107, ""labels"": [""Positive"", ""Food""], ""start"": 71, ""text"": ""omg enaknyaaa. rasanya mantep banget""}, {""end"": 129, ""labels"": [""Positive"", ""Ambience""], ""start"": 110, ""text"": ""tempatnya jg cantik""}, {""end"": 151, ""labels"": [""Positive"", ""Service""], ""start"": 134, ""text"": ""pelayanannya baik""}, {""end"": 202, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 157, ""text"": ""will i be back? definitely!!   score? 10/10!!""}]"
tempatnya enak buat ngobrol dan santai bareng temen. well served!! ada hotelnya jugaa. suka sama suasana bagian luar restoranya. instagramable!!,"[{""end"": 51, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""tempatnya enak buat ngobrol dan santai bareng temen""}, {""end"": 64, ""labels"": [""Positive"", ""Service""], ""start"": 53, ""text"": ""well served""}, {""end"": 127, ""labels"": [""Positive"", ""Ambience""], ""start"": 87, ""text"": ""suka sama suasana bagian luar restoranya""}]"
"nice atmosphere for dining or just hang out or having a small group meeting. food is well prepared, but a bit small on the  portion. was told that they expect you to have a full dining experience. from appetizers, main course, all the way to dessert. can't complain when the food quality is always meet your expectations.","[{""end"": 15, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""nice atmosphere""}, {""end"": 98, ""labels"": [""Positive"", ""Food""], ""start"": 77, ""text"": ""food is well prepared""}, {""end"": 131, ""labels"": [""Negative"", ""Food""], ""start"": 104, ""text"": ""a bit small on the  portion""}, {""end"": 320, ""labels"": [""Positive"", ""Food""], ""start"": 271, ""text"": ""the food quality is always meet your expectations""}]"
tempatnya enak bgt buat nongkrong sih!! nginep di kollektiv 2 malem dan dibawah nya ada hara ini jadi setiap breakfast kesini dapet free coffee,"[{""end"": 37, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""tempatnya enak bgt buat nongkrong sih""}]"
nice place,"[{""end"": 10, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""nice place""}]"
came here because i was staying at kollektiv hotel (upstairs). i ordered cafe latte and cappucino. cafe latte tasted not so strong even though i didn't add any sugar. cappucino was so-so.,"[{""end"": 130, ""labels"": [""Negative"", ""Food""], ""start"": 99, ""text"": ""cafe latte tasted not so strong""}, {""end"": 186, ""labels"": [""Negative"", ""Food""], ""start"": 167, ""text"": ""cappucino was so-so""}]"
"saya sengaja nyobain kafe ini saat sedang staycation di kollektiv hotel. tak kalah dari hotelnya, cafenya juga tematik dan artistik. tempatnya juga sangat nyaman terutama untuk bagian indoornya. personally saya tidak suka dengan bagian outdoor yang tidak serapi dan sebersih bagian indoornya. selain itu di bagian outdoornya juga jarang ada pelayan yang standby sehingga pelayannnya seringkali lebih lama.   - cappuccino cappuccino dari tempat ini menurut saya sih lumayan enak, tapi ngak sampai tahap enak banget apalagi sampai memorable. cappuccinonya bukan yang tipikal creamy banget, agak manis, dengan citarasa kopi yang tidak terlalu strong.   - chocolate mousse cake cakenya sih lumayan ok meskipun harganya memang agak mahal. cakenya lembut dan moist. cakenya menang tipikal cake yang manis tapi bukan yang sampai bikin eneg gitu. personally, saya suka.","[{""end"": 131, ""labels"": [""Positive"", ""Ambience""], ""start"": 98, ""text"": ""cafenya juga tematik dan artistik""}, {""end"": 161, ""labels"": [""Positive"", ""Ambience""], ""start"": 133, ""text"": ""tempatnya juga sangat nyaman""}, {""end"": 291, ""labels"": [""Negative"", ""Ambience""], ""start"": 211, ""text"": ""tidak suka dengan bagian outdoor yang tidak serapi dan sebersih bagian indoornya""}, {""end"": 477, ""labels"": [""Positive"", ""Food""], ""start"": 465, ""text"": ""lumayan enak""}, {""end"": 696, ""labels"": [""Positive"", ""Food""], ""start"": 686, ""text"": ""lumayan ok""}, {""end"": 732, ""labels"": [""Negative"", ""Price""], ""start"": 706, ""text"": ""harganya memang agak mahal""}, {""end"": 758, ""labels"": [""Positive"", ""Food""], ""start"": 734, ""text"": ""cakenya lembut dan moist""}, {""end"": 861, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 839, ""text"": ""personally, saya suka.""}]"
"tempatnya nyaman banget, makanannya enak, staffnya helpful sekali","[{""end"": 23, ""labels"": [""Positive"", ""Ambience""], ""start"": 0, ""text"": ""tempatnya nyaman banget""}, {""end"": 40, ""labels"": [""Positive"", ""Food""], ""start"": 25, ""text"": ""makanannya enak""}, {""end"": 65, ""labels"": [""Positive"", ""Service""], ""start"": 42, ""text"": ""staffnya helpful sekali""}]"
"wow. just wow! kita pesen mushroom rolls untuk “snack” dan rupanya bukan snack tapi fullmeal dari porsinya. selain itu salmon belly sama thai tea mille crepenya itu sempurna. yang agak kurang ochazuke nya, biasa banget sih.","[{""end"": 106, ""labels"": [""Positive"", ""Food""], ""start"": 84, ""text"": ""fullmeal dari porsinya""}, {""end"": 173, ""labels"": [""Positive"", ""Food""], ""start"": 119, ""text"": ""salmon belly sama thai tea mille crepenya itu sempurna""}]"
bagi warga bandung udah ga asing sama tempat bakso inii... yg blm ksinii emang harus  kudu banget dicoba bakso disinii...tmpatnya penuh trus memang...tpii cepet kok..,"[{""end"": 164, ""labels"": [""Positive"", ""Service""], ""start"": 150, ""text"": ""tpii cepet kok""}, {""end"": 118, ""labels"": [""Positive"", ""Miscellaneous""], ""start"": 59, ""text"": ""yg blm ksinii emang harus  kudu banget dicoba bakso disinii""}]"
"ceker nya enak. yamin nya terlalu manis. kirain porsi banyak kaya yg di review ternyata biasa aja. pesen 1/2 porsi takut kebanyakan, gatau nya dikit bgt. harga nya mahal","[{""end"": 14, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""ceker nya enak""}, {""end"": 39, ""labels"": [""Negative"", ""Food""], ""start"": 16, ""text"": ""yamin nya terlalu manis""}, {""end"": 97, ""labels"": [""Negative"", ""Food""], ""start"": 41, ""text"": ""kirain porsi banyak kaya yg di review ternyata biasa aja""}, {""end"": 169, ""labels"": [""Negative"", ""Price""], ""start"": 154, ""text"": ""harga nya mahal""}, {""end"": 152, ""labels"": [""Negative"", ""Food""], ""start"": 143, ""text"": ""dikit bgt""}]"
"mie legend ini tempatnya lumayan luas dan rame banget. porsinya juga banyak, gw pesan mie yamin bakso tahu pangsit. rasa lumayan oke sih, mie nya manis, topping ayamnya juga banyak.","[{""end"": 75, ""labels"": [""Positive"", ""Food""], ""start"": 55, ""text"": ""porsinya juga banyak""}, {""end"": 132, ""labels"": [""Positive"", ""Food""], ""start"": 116, ""text"": ""rasa lumayan oke""}, {""end"": 180, ""labels"": [""Positive"", ""Food""], ""start"": 153, ""text"": ""topping ayamnya juga banyak""}]"
"one of my favorite noodles, meatballs and dumplings i tried for the first time. most items on the menu were delicious, reasonably priced. parking space was a bit limited though, a bit hard to find space during busy hour. btw, the foods portions were quite huge. better order the half portions size of you don't eat much.","[{""end"": 26, ""labels"": [""Positive"", ""Food""], ""start"": 0, ""text"": ""one of my favorite noodles""}, {""end"": 117, ""labels"": [""Positive"", ""Food""], ""start"": 80, ""text"": ""most items on the menu were delicious""}, {""end"": 136, ""labels"": [""Positive"", ""Price""], ""start"": 119, ""text"": ""reasonably priced""}, {""end"": 176, ""labels"": [""Negative"", ""Service""], ""start"": 138, ""text"": ""parking space was a bit limited though""}, {""end"": 260, ""labels"": [""Positive"", ""Food""], ""start"": 226, ""text"": ""the foods portions were quite huge""}]"
"pertama kali kesini, dan memang agak sedikit salah karna tidak tanya soal harga dan porsi. bagi yg pertama kali seperti sy baiknya ditanyakan dulu porsi dan harga, karna porsi yg besar dan harga yg mengikuti (agar lebih effisien ordernya, sesuai kantong dan perut). pesen 2 mie yamin complete, bakso dan ceker alhasil over makanan dimeja, dan harus sy take away ke hotel. secara rasa mie yamin memang manis (pdhal pesan yg sedang, gak kebanyang yg manis kayak gimana) secara rasa setelah ditambah cabe beberapa kali akhirnya pedasnya bisa seimbang dengan rasa manisnya. rasa baso, siomay, tahu sama pada umummnya tapi beda dengan pangsitnya yg enak rasanya karna tekstur berair dan kasar waktu digigit seperti ada tambahan ayam suir yaminnya. cekernya lumer dimulut empuk sekali, mungkin menu ceker saja bisa disajikan dalam rasa yg berbeda dengan menu yaminnya agar bervariasi. dan soal parkir agak menjadi pr kedepannya. karna susah sekali dpt parkirnya..","[{""end"": 656, ""labels"": [""Positive"", ""Food""], ""start"": 630, ""text"": ""pangsitnya yg enak rasanya""}, {""end"": 778, ""labels"": [""Positive"", ""Food""], ""start"": 743, ""text"": ""cekernya lumer dimulut empuk sekali""}, {""end"": 955, ""labels"": [""Negative"", ""Service""], ""start"": 929, ""text"": ""susah sekali dpt parkirnya""}]"
