Kalimat #,Word,Tag
147,the,I-FOOD
147,menu,I-FOOD
147,were,I-FOOD
147,delicious,I-FOOD
147,reasonably,B-PRICE
147,priced,I-PRICE
147,parking,B-SERVICE
147,space,I-SERVICE
147,was,I-SERVICE
147,a,I-SERVICE
147,bit,I-SERVICE
147,limited,I-SERVICE
147,though,I-SERVICE
147,a,I-SERVICE
147,bit,I-SERVICE
147,hard,O
147,to,O
147,find,O
147,space,O
147,during,O
147,busy,O
147,hour,O
147,btw,O
147,the,B-FOOD
147,foods,I-FOOD
147,portions,I-FOOD
147,were,I-FOOD
147,quite,I-FOOD
147,huge,I-FOOD
147,better,O
147,order,O
147,the,O
147,half,O
147,portions,O
147,size,O
147,of,O
147,you,O
147,dont,O
147,eat,O
147,much,O
148,pertama,O
148,kali,O
148,kesini,O
148,dan,O
148,memang,O
148,agak,O
148,sedikit,O
148,salah,O
148,karna,O
148,tidak,O
148,tanya,O
148,soal,O
148,harga,O
148,dan,O
148,porsi,O
148,bagi,O
148,yg,O
148,pertama,O
148,kali,O
148,seperti,O
148,sy,O
148,baiknya,O
148,ditanyakan,O
148,dulu,O
148,porsi,O
148,dan,O
148,harga,O
148,karna,O
148,porsi,O
148,yg,O
148,besar,O
148,dan,O
148,harga,O
148,yg,O
148,mengikuti,O
148,agar,O
148,lebih,O
148,effisien,O
148,ordernya,O
148,sesuai,O
148,kantong,O
148,dan,O
148,perut,O
148,pesen,O
148,2,O
148,mie,O
148,yamin,O
148,complete,O
148,bakso,O
148,dan,O
148,ceker,O
148,alhasil,O
148,over,O
148,makanan,O
148,dimeja,O
148,dan,O
148,harus,O
148,sy,O
148,take,O
148,away,O
148,ke,O
148,hotel,O
148,secara,O
148,rasa,O
148,mie,O
148,yamin,O
148,memang,O
148,manis,O
148,pdhal,O
148,pesan,O
148,yg,O
148,sedang,O
148,gak,O
148,kebanyang,O
148,yg,O
148,manis,O
148,kayak,O
148,gimana,O
148,secara,O
148,rasa,O
148,setelah,O
148,ditambah,O
148,cabe,O
148,beberapa,O
148,kali,O
148,akhirnya,O
148,pedasnya,O
148,bisa,O
148,seimbang,O
148,dengan,O
148,rasa,O
148,manisnya,O
148,rasa,O
148,baso,O
148,siomay,O
148,tahu,O
148,sama,O
148,pada,O
148,umummnya,O
148,tapi,O
148,beda,O
148,dengan,O
148,pangsitnya,B-FOOD
148,yg,I-FOOD
148,enak,I-FOOD
148,rasanya,I-FOOD
148,karna,O
148,tekstur,O
148,berair,O
148,dan,O
148,kasar,O
148,waktu,O
148,digigit,O
148,seperti,O
148,ada,O
148,tambahan,O
148,ayam,O
148,suir,O
148,yaminnya,O
148,cekernya,B-FOOD
148,lumer,I-FOOD
148,dimulut,I-FOOD
148,empuk,I-FOOD
148,sekali,I-FOOD
148,mungkin,O
148,menu,O
148,ceker,O
148,saja,O
148,bisa,O
148,disajikan,O
148,dalam,O
148,rasa,O
148,yg,O
148,berbeda,O
148,dengan,O
148,menu,O
148,yaminnya,O
148,agar,O
148,bervariasi,O
148,dan,O
148,soal,O
148,parkir,O
148,agak,O
148,menjadi,O
148,pr,O
148,kedepannya,O
148,karna,O
148,susah,B-SERVICE
148,sekali,I-SERVICE
148,dpt,I-SERVICE
148,parkirnya,I-SERVICE
149,makanan,O
149,yang,O
149,selalu,O
149,bikin,O
149,trauma,O
149,setelah,O
149,pulangnya,O
149,tapi,O
149,tetep,O
149,makan,O
149,di,O
149,situ,O
149,banyak,B-FOOD
149,banget,I-FOOD
149,porsinya,I-FOOD
149,sampe,I-FOOD
149,ga,I-FOOD
149,kuat,I-FOOD
149,yamiennya,B-FOOD
149,enak,I-FOOD
149,kuahnya,B-FOOD
149,paling,I-FOOD
149,top,I-FOOD
149,clean,O
149,dan,O
149,ga,B-FOOD
149,bikin,I-FOOD
149,seret,I-FOOD
149,kayaknya,O
149,no,O
149,micin2,O
149,deh,O
149,semua,B-FOOD
149,toppingnya,I-FOOD
149,enak,I-FOOD
149,tapi,O
149,ya,O
149,itu,O
149,porsinya,B-FOOD
149,banyak,B-FOOD
149,banget,I-FOOD
149,sampe,O
149,besoknya,O
149,rasanya,O
149,masih,O
149,kenyang,O
150,gile,O
150,rame,O
150,banget,O
150,ini,O
150,tempat,O
150,dan,O
150,emang,O
150,kebukti,O
150,makanan,B-FOOD
150,nya,I-FOOD
150,enak,I-FOOD
150,coy,O
150,gw,O
150,pesen,O
150,mie,B-FOOD
150,yamin,I-FOOD
150,komplit,O
150,tanpa,O
150,ceker,O
150,mie,B-FOOD
150,yamin,I-FOOD
150,nya,I-FOOD
150,manis,I-FOOD
150,saran,O
150,gw,O
150,sihh,O
150,taro,O
150,kecap,O
150,asin,O
150,sm,O
150,sambel,O
150,behh,O
150,lgs,O
150,meledak,O
150,rasanya,O
150,dann,O
150,yg,O
150,juara,O
150,lg,O
150,bakso,O
150,sm,O
150,pangsitnya,O
150,gileee,O
150,enak,B-FOOD
150,bener,I-FOOD
150,cobain,O
150,lah,O
150,makan,O
150,disini,O
150,ga,O
150,nyesel,O
151,so,O
151,far,O
151,best,B-FOOD
151,mie,I-FOOD
151,ayam,I-FOOD
151,yamien,I-FOOD
151,in,I-FOOD
151,town,I-FOOD
152,akhirnya,O
152,kesampean,O
152,juga,O
152,nyobain,O
152,mie,O
152,yang,O
152,legendaris,O
152,banget,O
152,di,O
152,bandung,O
152,sempet,O
152,ragu,O
152,sih,O
152,mau,O
152,pesen,O
152,satu,O
152,atau,O
152,setengah,O
152,porsi,O
152,karena,O
152,takut,O
152,nggak,O
152,kenyang,O
152,ternyata,O
152,seporsinya,B-FOOD
152,banyak,I-FOOD
152,banget,I-FOOD
152,untuk,O
152,ukuran,O
152,cewek,O
152,tapi,O
152,tetep,O
152,abis,O
152,karena,O
152,enak,O
152,aku,O
152,pesen,O
152,mie,O
152,yamin,O
152,1,O
152,porsi,O
152,bakso,O
152,pangsit,O
152,aku,O
152,pesen,O
152,mie,O
152,yamin,O
152,karena,O
152,di,O
152,jakarta,O
152,jarang,O
152,banget,O
152,nemuin,O
152,yang,O
152,jual,O
152,yamin,O
152,dan,O
152,lumayan,O
152,kangen,O
152,rasa,O
152,mie,O
152,yamin,O
152,tadinya,O
152,pengen,O
152,tambah,O
152,ceker,O
152,juga,O
152,tapi,O
152,ternyata,O
152,bakso,B-FOOD
152,sama,I-FOOD
152,pangsitnya,I-FOOD
152,aja,I-FOOD
152,udah,I-FOOD
152,banyak,I-FOOD
152,banget,I-FOOD
152,dan,O
152,nggak,O
152,kuat,O
152,nambah,O
152,lagi,O
152,untuk,O
152,rasa,B-FOOD
152,sih,I-FOOD
152,sesuai,I-FOOD
152,ekspektasi,I-FOOD
152,karena,O
152,emang,O
152,beneran,O
152,gurih,O
152,dan,O
152,enak,O
152,pangsitnya,B-FOOD
152,juara,I-FOOD
152,banget,I-FOOD
152,sih,O
152,cuma,O
152,next,O
152,time,O
152,aku,O
152,mau,O
152,balik,O
152,lagi,O
152,coba,O
152,mie,O
152,biasanya,O
152,karena,O
152,yang,O
152,yamin,O
152,agak,O
152,kemanisan,O
152,buatku,O
153,banyaaak,B-FOOD
153,banget,I-FOOD
153,pilihan,I-FOOD
153,roti,I-FOOD
153,dan,I-FOOD
153,kue,I-FOOD
153,namanya,O
153,jadul,O
153,pake,O
153,bahasa,O
153,belanda,O
153,kas,O
153,brood,O
153,schaschlik,O
153,etc,O
153,selain,O
153,itu,O
153,ada,O
153,beberapa,O
153,menu,O
153,main,O
153,course,O
153,seperti,O
153,nasi,O
153,kuning,O
153,liwet,O
153,iga,O
153,dll,O
153,dan,O
153,juga,O
153,es,O
153,krim,O
153,aku,O
153,belum,O
153,cobain,O
153,eskrimnya,O
153,krn,O
153,agak,I-PRICE
153,mahal,I-PRICE
153,hehe,O
153,tempat,B-AMBIENCE
153,nyaman,I-AMBIENCE
153,bersih,I-AMBIENCE
153,dateng,O
153,pas,O
153,covid,O
153,19,O
153,semua,O
153,makanan,O
153,disajikan,O
153,terbungkus,O
153,ada,O
153,smoking,O
153,dan,O
153,non,O
153,smoking,O
153,room,O
153,pelayanan,B-SERVICE
153,baik,I-SERVICE
153,sayang,O
153,harga,B-PRICE
153,agak,I-PRICE
153,mahal,I-PRICE
153,hehe,O
153,tapi,O
153,enak,B-FOOD
153,enak,I-FOOD
153,semuaaaaa,I-FOOD
153,pengen,O
153,beli,O
153,semuanya,O
153,next,O
153,kesini,O
153,lagi,O
153,kalau,O
153,ke,O
153,bandung,O
153,favorit,O
153,nih,O
154,i,O
154,really,B-FOOD
154,love,I-FOOD
154,their,I-FOOD
154,milkshake,I-FOOD
154,especially,O
154,the,O
154,marie,O
154,regal,O
154,one,O
154,the,O
154,creaminess,O
154,to,O
154,the,O
154,fullest,O
154,dan,O
154,rasa,B-FOOD
154,manisnya,I-FOOD
154,tuh,I-FOOD
154,pas,I-FOOD
154,selain,O
154,itu,O
154,salmon,B-FOOD
154,sambal,I-FOOD
154,matah,I-FOOD
154,mereka,I-FOOD
154,juga,I-FOOD
154,enak,I-FOOD
154,banget,I-FOOD
154,sayangnya,O
154,they,B-FOOD
154,grilled,I-FOOD
154,it,I-FOOD
154,overcook,I-FOOD
154,and,O
154,i,O
154,love,O
154,salmon,O
154,when,O
154,it’s,O
154,still,O
154,medium,O
154,rare,O
154,tapi,O
154,kesalahan,O
154,ada,O
154,di,O
154,aku,O
154,karna,O
154,ga,O
154,minta,O
154,tingkat,O
154,kematangan,O
154,but,O
154,they,O
154,should,O
154,ask,O
154,the,O
154,customer,O
154,about,O
154,it,O
154,first,O
154,i’ll,B-MISCELLANEOUS
154,come,I-MISCELLANEOUS
154,back,I-MISCELLANEOUS
154,soon,I-MISCELLANEOUS
154,after,I-MISCELLANEOUS
154,covid,I-MISCELLANEOUS
154,no,O
154,regrets,O
155,bandung,O
155,is,O
155,my,O
155,home,O
155,town,O
155,the,B-FOOD
155,foods,I-FOOD
155,are,I-FOOD
155,incredible,I-FOOD
155,the,O
155,people,O
155,are,O
155,ultra,O
155,polite,O
155,and,O
155,nice,O
155,but,O
155,now,O
155,bandung,O
155,is,O
155,also,O
155,known,O
155,for,O
155,the,O
155,heavy,O
155,traffic,O
155,whenever,O
155,i,O
155,go,O
155,to,O
155,bandung,O
155,theres,O
155,one,O
155,place,O
155,that,O
155,i,O
155,always,O
155,visit,O
155,rasa,O
155,bakery,O
155,presenting,O
155,delicious,B-FOOD
155,cakes,I-FOOD
155,pastry,I-FOOD
155,ice,I-FOOD
155,cream,I-FOOD
155,traditional,I-FOOD
155,foods,I-FOOD
155,etc,O
155,rasa,O
155,bakery,O
155,have,O
155,been,O
155,maintaining,O
155,the,O
155,consistent,O
155,quality,O
155,since,O
155,i,O
155,was,O
155,little,O
155,two,O
155,thumbs,O
155,up,O
155,btw,O
155,if,O
155,you,O
155,decided,O
155,to,O
155,visit,O
155,this,O
155,place,O
155,dont,O
155,forget,O
155,to,O
155,try,O
155,the,O
155,home,O
155,made,O
155,ice,I-FOOD
155,cream,I-FOOD
155,trully,O
155,great,O
156,pertama,O
156,kali,O
156,kesini,O
156,karena,O
156,ratingnya,O
156,bagus,O
156,di,O
156,zomato,O
156,pesen,O
156,beef,O
156,teriyaki,O
156,dagingnya,B-FOOD
156,keras,I-FOOD
156,menurutku,O
156,rasanya,O
156,terlalu,O
156,kayak,O
156,semur,O
156,blackpepper,O
156,beef,O
156,ricebowl,O
156,dagingnya,B-FOOD
156,keras,I-FOOD
156,rasa,B-FOOD
156,lumayan,I-FOOD
156,spaghetti,O
156,bolognese,O
156,biasa,O
156,bgt,O
156,fish,O
156,and,O
156,chips,O
156,ikannya,B-FOOD
156,ga,I-FOOD
156,ada,I-FOOD
156,rasa,I-FOOD
156,zuppa,O
156,soup,O
156,lumayan,O
156,sop,O
156,buntut,O
156,nah,O
156,yang,O
156,ini,B-FOOD
156,enak,I-FOOD
156,bgt,I-FOOD
156,kuahnya,I-FOOD
156,seger,I-FOOD
156,bitterballen,O
156,lumayan,B-FOOD
156,enak,I-FOOD
156,ice,B-FOOD
156,creamnya,I-FOOD
156,enak,I-FOOD
156,enak,I-FOOD
156,dan,O
156,yang,O
156,aneh,O
156,pas,O
156,bayar,O
156,kasirnya,O
156,bilang,O
156,ga,O
156,bisa,O
156,pake,O
156,debit,O
156,katanya,O
156,“disini,O
156,khusus,O
156,kartu,O
156,kredit”,O
156,jadi,O
156,kalo,O
156,kesini,O
156,ga,I-FOOD
156,ada,I-FOOD
156,cc,O
156,siapin,O
156,cash,O
156,ya,O
156,guys,O
156,hmm,O
156,overall,O
156,not,O
156,really,O
156,impressed,O
156,ya,O
156,mengingat,O
156,ratingnya,O
156,yang,O
156,bagus,O
157,restonya,O
157,authentic,O
157,banget,O
157,cocok,O
157,buat,O
157,makan2,O
157,keluarga,O
157,suka,B-FOOD
157,banget,I-FOOD
157,selat,I-FOOD
157,solo,I-FOOD
157,nya,I-FOOD
157,rotinya,B-FOOD
157,juga,I-FOOD
157,cukup,I-FOOD
157,enak,I-FOOD
157,cita,I-FOOD
157,rasanya,I-FOOD
157,jadul,O
157,alias,O
157,authentic,O
157,cocok,O
157,buat,O
157,bawa,O
157,ortu,O
157,atau,O
157,eyang,O
157,kita,O
157,atau,O
157,camer,O
157,makan,O
157,malam,O
157,pelayanan,B-SERVICE
157,cukup,I-SERVICE
157,sigap,I-SERVICE
158,lunch,O
158,disini,O
158,dan,O
158,makanannya,B-FOOD
158,enak,I-FOOD
158,semua,I-FOOD
158,apalagi,O
158,es,O
158,kopyor,O
158,nya,O
158,yang,O
158,udh,O
158,melegenda,O
158,juga,O
158,es,O
158,krim,O
158,yang,O
158,ada,O
158,di,O
158,kelapa,O
158,itu,O
158,aglio,B-FOOD
158,olio,I-FOOD
158,nya,I-FOOD
158,menurutku,I-FOOD
158,biasa,I-FOOD
158,aja,I-FOOD
159,the,O
159,ice,O
159,cream,O
159,and,O
159,the,O
159,avocado,O
159,juice,O
159,taste,O
159,reminds,O
159,me,O
159,the,O
159,taste,O
159,from,O
159,my,O
159,childhood,O
160,ice,B-FOOD
160,cream,I-FOOD
160,nya,I-FOOD
160,enak,I-FOOD
160,iga,B-FOOD
160,garang,I-FOOD
160,asamnya,I-FOOD
160,jg,I-FOOD
160,enak,I-FOOD
160,nasgor,B-FOOD
160,kencur,I-FOOD
160,best,I-FOOD
160,must,O
160,try,O
160,kalo,O
160,ke,O
160,bandung,O
161,tempat,B-AMBIENCE
161,yg,I-AMBIENCE
161,nyaman,I-AMBIENCE
161,karena,O
161,cukup,O
161,luas,O
161,pelayanan,B-SERVICE
161,baik,I-SERVICE
161,makanan,B-FOOD
161,yg,I-FOOD
161,enak,I-FOOD
161,harga,O
161,ga,O
161,mulah,O
161,tapi,O
161,ga,O
161,mahal,O
161,beken,O
161,untuk,O
161,es,O
161,krimnya,O
161,juga,O
161,nasgor,O
161,kencur,O
161,selalu,O
161,fav,O
161,agak,O
161,sedikit,O
161,spicy,O
161,karena,O
161,kencurnya,O
161,masi,B-FOOD
161,goreng,I-FOOD
161,rasa,I-FOOD
161,juga,I-FOOD
161,okey,I-FOOD
161,pizza,O
161,standar,O
161,lah,O
161,ukuran,O
161,sepiring,O
161,20cm,O
161,food,O
161,455,O
161,service,O
161,455,O
161,place,O
161,455,O
161,price,O
161,45,O
161,overall,O
161,45,O
162,love,B-AMBIENCE
162,the,I-AMBIENCE
162,old,I-AMBIENCE
162,but,I-AMBIENCE
162,cozy,I-AMBIENCE
162,ambience,I-AMBIENCE
162,food,B-FOOD
162,was,I-FOOD
162,great,I-FOOD
162,too,O
162,nasi,B-FOOD
162,goreng,I-FOOD
162,was,I-FOOD
162,tasty,I-FOOD
162,and,I-FOOD
162,fulfilling,I-FOOD
162,i,O
162,absolutely,O
162,love,B-AMBIENCE
162,the,I-AMBIENCE
162,bitterbalen,O
162,mocha,O
162,roll,O
162,cake,O
162,and,O
162,the,O
162,rhum,O
162,ball,O
162,will,O
162,absolutely,O
162,comeback,O
162,to,O
162,try,O
162,other,O
162,delicacies,O
162,downsides,O
162,they,B-SERVICE
162,dont,I-SERVICE
162,accept,I-SERVICE
162,debit,I-SERVICE
162,cards,I-SERVICE
162,as,I-SERVICE
162,payment,I-SERVICE
162,option,I-SERVICE
162,service,B-SERVICE
162,was,I-SERVICE
162,also,I-SERVICE
162,soso,I-SERVICE
163,makanan,B-FOOD
163,enak,I-FOOD
163,delicious,I-FOOD
163,bgt,I-FOOD
163,nuansa,O
163,nya,O
163,chines,O
163,nya,O
163,bikin,O
163,nyamanpelayanan,O
163,super,I-SERVICE
163,duper,I-SERVICE
163,ramahhhhh,I-SERVICE
164,good,O
164,day,O
164,reader,O
164,on,O
164,24,O
164,january,O
164,2020,O
164,cny,O
164,family,O
164,dinner,O
164,me,B-MISCELLANEOUS
164,and,I-MISCELLANEOUS
164,my,I-MISCELLANEOUS
164,family,I-MISCELLANEOUS
164,have,I-MISCELLANEOUS
164,a,I-MISCELLANEOUS
164,good,I-MISCELLANEOUS
164,dinner,I-MISCELLANEOUS
164,good,I-MISCELLANEOUS
164,food,I-MISCELLANEOUS
164,in,I-MISCELLANEOUS
164,hereit,O
164,was,O
164,a,O
164,first,O
164,experience,O
164,for,O
164,dinner,O
164,at,O
164,bandung,O
164,for,O
164,us,O
164,the,O
164,taste,O
164,of,O
164,food,O
164,are,O
164,good,O
164,not,O
164,saltynot,O
164,to,O
164,much,O
164,spicynot,O
164,sourmy,O
164,favorite,O
164,is,O
164,chicken,O
164,with,O
164,salted,O
164,egg,O
164,flavor,O
164,cause,O
164,the,O
164,chicken,O
164,is,O
164,bonelessfillet,O
164,for,O
164,the,O
164,price,O
164,around,O
164,55k85k,O
164,for,O
164,each,O
164,menuand,O
164,my,I-MISCELLANEOUS
164,family,I-MISCELLANEOUS
164,spent,O
164,around,O
164,480k,O
164,for,O
164,chicken,O
164,with,O
164,salted,O
164,egg,O
164,flavorshrimp,O
164,egg,O
164,rollcrispy,O
164,cuttlefishbrocoli,O
164,with,O
164,japanese,O
164,tofuand,O
164,sour,O
164,and,O
164,sweet,O
164,gurame,O
164,fish,O
164,god,B-FOOD
164,bless,I-FOOD
164,the,I-FOOD
164,food,I-FOOD
165,makanannya,B-FOOD
165,enak,I-FOOD
165,semuaa,I-FOOD
166,sudah,O
166,beberapa,O
166,kali,O
166,ke,O
166,sini,O
166,selalu,O
166,puas,O
166,pilihan,B-FOOD
166,paket,I-FOOD
166,nya,I-FOOD
166,lengkap,I-FOOD
166,dan,I-FOOD
166,enak,I-FOOD
166,ayam,O
166,telur,O
166,asin,O
166,recommended,O
166,banget,O
166,deh,O
166,pokoknya,O
166,yang,O
166,mau,O
166,makan,O
166,enak,O
166,kesini,O
166,aja,O
166,selain,O
166,makanan,B-FOOD
166,nya,I-FOOD
166,yg,I-FOOD
166,enak,I-FOOD
166,tempat,B-AMBIENCE
166,nya,I-AMBIENCE
166,juga,I-AMBIENCE
166,intagramable,I-AMBIENCE
166,banget,I-AMBIENCE
166,deh,O
167,di,O
167,beberapa,O
167,resto,O
167,di,O
167,bandung,O
167,baru,O
167,kali,O
167,ini,O
167,saya,O
167,makan,O
167,kangkung,O
167,hotplate,O
167,yg,O
167,belum,O
167,saya,O
167,rasakan,O
167,sebelumnya,O
167,pas,B-FOOD
167,banget,I-FOOD
167,sama,I-FOOD
167,lidah,I-FOOD
167,saya,I-FOOD
167,yg,O
167,suka,O
167,makanan,O
167,khususnya,O
167,sayur,O
167,sayuran,O
167,recomended,B-MISCELLANEOUS
167,pokonya,I-MISCELLANEOUS
167,kulinerbandung,O
167,goldenchopsticks,O
168,udah,B-FOOD
168,paling,I-FOOD
168,terbaik,I-FOOD
168,ayam,I-FOOD
168,telor,I-FOOD
168,asinnya,I-FOOD
168,dan,I-FOOD
168,kangkungnya,I-FOOD
168,gada,B-FOOD
168,yg,I-FOOD
168,bisa,I-FOOD
168,nyamain,I-FOOD
168,dah,I-FOOD
168,rasanya,I-FOOD
168,terbaks,O
168,rugi,B-FOOD
168,kalo,I-FOOD
168,ga,I-FOOD
168,nyoba,I-FOOD
169,ayam,O
169,goreng,O
169,telur,O
169,asin,O
169,goldenchopstick,O
169,paling,B-FOOD
169,endoll,I-FOOD
169,selalu,B-MISCELLANEOUS
169,bikin,I-MISCELLANEOUS
169,pengen,I-MISCELLANEOUS
169,kesini,I-MISCELLANEOUS
169,lagi,I-MISCELLANEOUS
169,chinesefoodhalal,O
169,goldenchopstick,O
169,kulinerbandung,O
170,tempat,B-MISCELLANEOUS
170,makan,I-MISCELLANEOUS
170,favorit,I-MISCELLANEOUS
170,keluarga,I-MISCELLANEOUS
170,besar,I-MISCELLANEOUS
170,menu,O
170,favorit,O
170,mie,O
170,goreng,O
170,udang,O
170,pasir,O
170,dan,O
170,ayam,O
170,telur,O
170,asin,O
171,nuansa,B-AMBIENCE
171,cina,I-AMBIENCE
171,nya,I-AMBIENCE
171,terasa,I-AMBIENCE
171,banget,I-AMBIENCE
171,mulai,O
171,dari,O
171,patung,O
171,singa,O
171,sempoalampion,O
171,sampe,O
171,meja,O
171,bundar,O
171,makanannya,B-FOOD
171,pun,I-FOOD
171,luamayan,I-FOOD
171,enak,I-FOOD
171,apalagi,O
171,sapo,O
171,tahu,O
171,dan,O
171,sapi,O
171,lada,O
171,hitam,O
171,nya,O
172,kalo,O
172,lagi,O
172,cari,O
172,tempat,O
172,makan,O
172,yang,O
172,bisa,O
172,dipake,O
172,buat,O
172,reunian,O
172,golden,O
172,chopstick,O
172,emang,O
172,paling,O
172,cocok,O
172,sih,O
172,porsi,B-FOOD
172,makanan,I-FOOD
172,nya,I-FOOD
172,banyak,I-FOOD
172,menunya,B-FOOD
172,beragam,I-FOOD
172,tempatnya,B-AMBIENCE
172,juga,I-AMBIENCE
172,luas,I-AMBIENCE
172,gak,B-MISCELLANEOUS
172,malumaluin,I-MISCELLANEOUS
172,sih,I-MISCELLANEOUS
172,kalo,I-MISCELLANEOUS
172,rekomendasiin,I-MISCELLANEOUS
172,ke,I-MISCELLANEOUS
172,tementemen,I-MISCELLANEOUS
173,yamin,B-FOOD
173,asiiin,I-FOOD
173,terfavorit,I-FOOD
173,ga,O
173,ngerti,O
173,lagi,O
173,kenapa,O
173,ini,O
173,enak,B-FOOD
173,banget,I-FOOD
173,sambelnya,I-FOOD
173,juga,I-FOOD
173,unik,I-FOOD
173,pedes,O
173,cocok,O
173,bgt,O
173,sama,O
173,yamin,O
173,asinnya,O
173,tempatnya,B-AMBIENCE
173,jg,I-AMBIENCE
173,vintage2,I-AMBIENCE
173,gt,I-AMBIENCE
173,lucu,I-AMBIENCE
173,banget,I-AMBIENCE
173,ga,O
173,kaya,O
173,tempat,O
173,makan,O
173,mie,O
173,ayam,O
173,harganya,B-PRICE
173,jg,I-PRICE
173,affordable,I-PRICE
173,selalu,O
173,yg,O
173,terpertama,O
173,kucari,O
173,kalau,O
173,ke,O
173,bandung,O
174,the,B-AMBIENCE
174,place,I-AMBIENCE
174,looks,I-AMBIENCE
174,soo,I-AMBIENCE
174,good,I-AMBIENCE
174,it,O
174,has,O
174,balinese,O
174,feel,O
174,to,O
174,it,O
174,foods,B-PRICE
174,are,I-PRICE
174,cheap,I-PRICE
174,yamien,B-FOOD
174,was,I-FOOD
174,great,I-FOOD
174,the,B-FOOD
174,baso,I-FOOD
174,campur,I-FOOD
174,was,I-FOOD
174,small,I-FOOD
174,portion,I-FOOD
174,though,I-FOOD
175,poin,O
175,plus,O
175,pertama,O
175,yang,O
175,didapatkan,O
175,wale,O
175,adalah,O
175,suasana,O
175,dan,O
175,udaranya,O
175,jadi,O
175,wale,O
175,terdiri,O
175,dari,O
175,dua,O
175,tempat,O
175,yang,O
175,bersebrangan,O
175,kalau,O
175,saya,I-FOOD
175,sih,I-FOOD
175,sukanya,O
175,yg,O
175,menghadap,O
175,lembah,O
175,karena,O
175,pemandangannya,O
175,cuco,O
175,ditambah,O
175,angin,O
175,semilir,O
175,hari,O
175,ini,O
175,pesan,O
175,beberapa,O
175,menu,O
175,yamien,O
175,manis,O
175,spesial,O
175,bakmie,B-FOOD
175,ayam,I-FOOD
175,jamur,O
175,baso,O
175,singkong,O
175,goreng,O
175,nah,O
175,kalau,O
175,untuk,B-FOOD
175,tekstur,I-FOOD
175,mienya,I-FOOD
175,saya,I-FOOD
175,sih,I-FOOD
175,suka,I-FOOD
175,banget,I-FOOD
175,karena,O
175,jadul,O
175,tipis2,O
175,lembut,O
175,rasa,O
175,sih,O
175,relatif,O
175,ya,O
175,karena,O
175,kebanyakan,O
175,yamien,O
175,manis,O
175,ya,O
175,begini,O
175,rasanya,O
175,nah,O
175,si,O
175,bakmie,B-FOOD
175,ayam,I-FOOD
175,jamurnya,I-FOOD
175,sih,I-FOOD
175,enak,I-FOOD
175,jadi,O
175,olahan,O
175,ayam,I-FOOD
175,jamurnya,I-FOOD
175,ga,O
175,kaya,O
175,ayam,O
175,jamur,O
175,umumnya,O
175,tapiii,O
175,untuk,O
175,bakso,O
175,nya,O
175,biasa,O
175,aja,O
175,apalagi,O
175,siomay,O
175,dan,O
175,baso,O
175,tahunya,O
175,saya,I-FOOD
175,sih,I-FOOD
175,gasuka,B-FOOD
175,karena,I-FOOD
175,terlalu,I-FOOD
175,banyak,I-FOOD
175,acinya,I-FOOD
175,singkong,O
175,gorengnya,I-FOOD
175,enak,I-FOOD
175,bumbu,O
175,kuningnya,O
175,nyerep,O
175,dan,O
175,krispi,O
175,banget,O
175,tapi,O
175,tu,O
175,cuman,O
175,buat,O
175,satu,O
175,singkong,O
175,singkong,O
175,lainnya,O
175,super,O
175,kerasssss,O
175,pelayanan,B-SERVICE
175,disini,I-SERVICE
175,super,I-SERVICE
175,oke,I-SERVICE
175,begitu,O
175,complain,O
175,langsung,O
175,ditawarin,O
175,penggantinya,O
175,karena,O
175,singkongnya,O
175,udah,O
175,abis,O
175,atau,O
175,mungkin,O
175,keras,O
175,semua,O
175,akhirnya,O
175,dikasih,O
175,penggantinya,O
175,pisang,O
175,goreng,O
175,pisang,B-FOOD
175,gorengnya,I-FOOD
175,enak,I-FOOD
175,pake,O
175,palmsuiker,O
175,dan,O
175,keju,O
175,good,B-MISCELLANEOUS
175,joob,I-MISCELLANEOUS
175,wale,O
176,makanan,O
176,1,O
176,king,O
176,prawn,O
176,aglio,O
176,olio,O
176,udang,B-FOOD
176,besarnya,I-FOOD
176,segar,I-FOOD
176,dan,I-FOOD
176,enak,I-FOOD
176,untuk,O
176,spageti,B-FOOD
176,agilo,I-FOOD
176,olio,I-FOOD
176,juga,I-FOOD
176,enak,I-FOOD
176,2,O
176,cheese,O
176,baked,O
176,beef,O
176,butter,O
176,rice,O
176,teksturnya,B-FOOD
176,creamy,I-FOOD
176,dan,O
176,ada,B-FOOD
176,tambahan,I-FOOD
176,sayur,I-FOOD
176,brokoli,I-FOOD
176,membuat,I-FOOD
176,rasanya,I-FOOD
176,lebih,I-FOOD
176,gurih,I-FOOD
176,minuman,O
176,1,O
176,strawberry,O
176,juice,O
176,rasa,B-FOOD
176,buahnya,I-FOOD
176,segar,I-FOOD
176,2,O
176,mango,O
176,mint,O
176,rasanya,O
176,mangga,O
176,perpadu,O
176,dengan,O
176,rasa,O
176,lemon,O
176,dan,O
176,daun,O
176,mint,O
176,yang,O
176,diblend,O
176,jadi,O
176,satu,O
176,dan,O
176,membuat,I-FOOD
176,rasanya,I-FOOD
176,unik,I-FOOD
176,recomended,O
176,suasana,O
176,datang,O
176,pada,O
176,malam,O
176,hari,O
176,di,O
176,hari,O
176,kerja,O
176,suasana,O
176,seperti,O
176,candlelight,O
176,dinner,O
176,dan,O
176,lumayan,O
176,ramai,O
176,direkomendasi,O
176,untuk,O
176,reservasi,O
176,terlebih,O
