Kalimat #,Word,Tag
261,harus,O
261,segera,O
261,diakhiri,O
261,demi,O
261,terciptanya,O
261,demokrasi,O
261,yang,O
261,bersih,O
261,jujur,O
261,dan,O
261,adil,O
262,``,O
262,Fraksi,B-ORGANIZATION
262,PKB,I-ORGANIZATION
262,mengajak,O
262,sekaligus,O
262,mendorong,O
262,semua,O
262,elemen,O
262,bangsa,O
262,untuk,O
262,melakukan,O
262,gerakan,O
262,nasional,O
262,menuju,O
262,Pileg,O
262,dan,O
262,Pilpres,O
262,2014,B-TIME
262,yang,O
262,bersih,O
262,jujur,O
262,adil,O
262,bermartabat,O
262,dan,O
262,bebas,O
262,dari,O
262,kecurangan,O
262,'',O
262,katanya,O
263,Ia,O
263,mengatakan,O
263,pihaknya,O
263,pun,O
263,sangat,O
263,mendukung,O
263,penuh,O
263,aturan,O
263,KPU,B-ORGANIZATION
263,yang,O
263,menyatakan,O
263,jika,O
263,partai,O
263,politik,O
263,wajib,O
263,melaporkan,O
263,dana,O
263,kampanye,O
264,``,O
264,PKB,B-ORGANIZATION
264,sangat,O
264,setuju,O
264,adanya,O
264,PKPU,O
264,No,O
264,17,O
264,Tahun,O
264,2013,O
264,tentang,O
264,Pelaporan,O
264,Dana,O
264,Kampanye,O
264,untuk,O
264,menghindari,O
264,politik,O
264,transaksional,O
264,serta,O
264,mencegah,O
264,masuknya,O
264,dana-dana,O
264,yang,O
264,tidak,O
264,jelas,O
264,asal,O
264,muasalnya,O
264,'',O
264,ujarnya,O
265,Wakil,O
265,Ketua,O
265,Umum,O
265,Partai,B-ORGANIZATION
265,Golkar,I-ORGANIZATION
265,Agung,B-PERSON
265,Laksono,I-PERSON
265,tak,O
265,melihat,O
265,sesuatu,O
265,yang,O
265,luar,O
265,biasa,O
265,terkait,O
265,penjajakan,O
265,koalisi,O
265,Partai,B-ORGANIZATION
265,Demokrat,I-ORGANIZATION
265,dan,O
265,PDI,B-ORGANIZATION
265,Perjuangan,I-ORGANIZATION
265,yang,O
265,selama,O
265,ini,O
265,dikenal,O
265,berseberangan,O
266,Ia,O
266,mengatakan,O
266,jika,O
266,berkaca,O
266,pada,O
266,platform,O
266,kedua,O
266,partai,O
266,bukan,O
266,hal,O
266,yang,O
266,istimewa,O
266,jika,O
266,keduanya,O
266,berkoalisi,O
267,``,O
267,Kalau,O
267,melihat,O
267,dari,O
267,platform,O
267,politik,O
267,masing-masing,O
267,partai,O
267,intinya,O
267,bukan,O
267,sesuatu,O
267,hal,O
267,yang,O
267,mengejutkan,O
267,Platform,O
267,Demokrat,B-ORGANIZATION
267,dan,O
267,PDI-P,B-ORGANIZATION
267,sebenarnya,O
267,tidak,O
267,banyak,O
267,perbedaan,O
267,mendasar,O
267,Nasionalis,O
267,kebangsaan,O
267,'',O
267,ujar,O
267,Agung,B-PERSON
267,Senin,B-TIME
267,11/5,I-TIME
267,di,O
267,Gedung,B-LOCATION
267,DPR,I-LOCATION
267,Jakarta,B-LOCATION
268,Jika,O
268,kedua,O
268,partai,O
268,memutuskan,O
268,berkoalisi,O
268,Agung,B-PERSON
268,justru,O
268,melihatnya,O
268,sebagai,O
268,hal,O
268,yang,O
268,positif,O
269,Golkar,B-ORGANIZATION
269,merasa,O
269,dikhianati,O
269,PDI,B-ORGANIZATION
269,Perjuangan,I-ORGANIZATION
269,yang,O
269,semula,O
269,bersama,O
269,di,O
269,koalisi,O
269,besar,O
269,``,O
269,Memang,O
269,sebelumnya,O
269,ada,O
269,dalam,O
269,koalisi,O
269,besar,O
269,Kita,O
269,belum,O
269,tahu,O
269,apakah,O
269,koalisi,O
269,itu,O
269,berlaku,O
269,pada,O
269,periodenya,O
269,Saya,O
269,kira,O
269,harus,O
269,sama-sama,O
269,diakui,O
269,bahwa,O
269,di,O
269,dalam,O
269,politik,O
269,banyak,O
269,perubahan,O
269,karena,O
269,adanya,O
269,kepentingan,O
269,'',O
269,kata,O
269,Ketua,O
269,DPR,B-ORGANIZATION
269,ini,O
270,Mantan,O
270,Ketua,O
270,Mahkamah,B-ORGANIZATION
270,Konstitusi,I-ORGANIZATION
270,Mahfud,B-PERSON
270,Md,I-PERSON
270,bersikukuh,O
270,maju,O
270,sebagai,O
270,calon,O
270,presiden,O
270,pada,O
270,Pemilu,O
270,2014,O
270,melalui,O
270,Partai,B-ORGANIZATION
270,Kebangkitan,I-ORGANIZATION
270,Bangsa,I-ORGANIZATION
270,PKB,I-ORGANIZATION
271,Dia,O
271,juga,O
271,menegaskan,O
271,partai,O
271,politik,O
271,yang,O
271,diketuai,O
271,Muhamin,B-PERSON
271,Iskandar,I-PERSON
271,itu,O
271,tidak,O
271,meninggalkannya,O
271,meski,O
271,telah,O
271,muncul,O
271,nama-nama,O
271,kandidat,O
271,lainnya,O
272,``,O
272,Enggak,O
272,ditinggalkan,O
272,juga,O
272,PKB,B-ORGANIZATION
272,kan,O
272,mengumumkan,O
272,tiga,O
272,calon,O
272,presidennya,O
272,Saya,O
272,masih,O
272,optimistis,O
272,maju,O
272,'',O
272,katanya,O
272,setelah,O
272,menghadiri,O
272,Hari,O
272,Ulang,O
272,Tahun,O
272,Gerakan,O
272,Pemuda,O
272,Ansor,O
272,ke-80,O
272,di,O
272,Wisma,B-LOCATION
272,Haji,I-LOCATION
272,Kota,I-LOCATION
272,Madiun,I-LOCATION
272,Jawa,B-LOCATION
272,Timur,I-LOCATION
272,Senin,B-TIME
272,3,I-TIME
272,Februari,I-TIME
272,2014,I-TIME
273,Tiga,O
273,nama,O
273,kandidat,O
273,capres,O
273,dari,O
273,PKB,B-ORGANIZATION
273,adalah,O
273,Mahfud,B-PERSON
273,Md,I-PERSON
273,Jusuf,B-PERSON
273,Kalla,I-PERSON
273,dan,O
273,Rhoma,B-PERSON
273,Irama,I-PERSON
274,Menurut,O
274,Mahfud,B-PERSON
274,kemunculan,O
274,banyak,O
274,nama,O
274,tersebut,O
274,merupakan,O
274,proses,O
274,demokrasi,O
274,yang,O
274,baik,O
275,Bahkan,O
275,ujar,O
275,dia,O
275,bila,O
275,perlu,O
275,kandidat,O
275,capres,O
275,baru,O
275,segera,O
275,dimunculkan,O
275,oleh,O
275,PKB,B-ORGANIZATION
276,``,O
276,Kalau,O
276,hanya,O
276,satu,O
276,calon,O
276,nanti,O
276,PKB-nya,O
276,kecil,O
276,Demokrasi,O
276,harus,O
276,diatur,O
276,seperti,O
276,itu,O
276,'',O
276,katanya,O
277,Konsekuensi,O
277,dari,O
277,hal,O
277,tersebut,O
277,kata,O
277,Mahfud,B-PERSON
277,adalah,O
277,mulai,O
277,bermunculan,O
277,aksi,O
277,dukung-mendukung,O
277,kandidat,O
277,capres,O
277,oleh,O
277,pengurus,O
277,PKB,B-ORGANIZATION
277,di,O
277,daerah,O
278,Meski,O
278,demikian,O
278,ia,O
278,menegaskan,O
278,dukungan,O
278,tersebut,O
278,belum,O
278,menjadi,O
278,penentu,O
278,siapa,O
278,kandidat,O
278,yang,O
278,bakal,O
278,lolos,O
278,jadi,O
278,capres,O
278,dari,O
278,PKB,O
279,Sebab,O
279,finalnya,O
279,masih,O
279,menunggu,O
279,hasil,O
279,musyawarah,O
279,kerja,O
279,nasional,O
279,partai,O
280,Tentang,O
280,kemungkinan,O
280,dia,O
280,maju,O
280,menjadi,O
280,capres,O
280,dari,O
280,partai,O
280,lain,O
280,Mahfud,B-PERSON
280,menyatakan,O
280,tidak,O
280,akan,O
280,meninggalkan,O
280,PKB,B-ORGANIZATION
281,``,O
281,Saya,O
281,kan,O
281,orang,O
281,PKB,B-ORGANIZATION
281,malu,O
281,kalau,O
281,pindah,O
281,ke,O
281,partai,O
281,lain,O
281,'',O
281,ujarnya,O
281,sembari,O
281,menyatakan,O
281,pernah,O
281,menolak,O
281,tawaran,O
281,mengikuti,O
281,konvensi,O
281,capres,O
281,dari,O
281,Partai,B-ORGANIZATION
281,Demokrat,I-ORGANIZATION
282,Menurut,O
282,Mahfud,B-PERSON
282,selama,O
282,ini,O
282,dia,O
282,juga,O
282,terus,O
282,berkomunikasi,O
282,dengan,O
282,Ketua,O
282,Umum,O
282,Muhaimin,B-PERSON
282,Iskandar,I-PERSON
283,``,O
283,Ini,O
283,kan,O
283,politik,O
283,ada,O
283,yang,O
283,dibicarakan,O
283,di,O
283,publik,O
283,dan,O
283,ada,O
283,yang,O
283,dibicarakan,O
283,di,O
283,meja,O
283,kan,O
283,gitu,O
283,Jadi,O
283,tidak,O
283,usah,O
283,khawatir,O
283,soal,O
283,seperti,O
283,ini,O
283,'',O
283,katanya,O
284,Sebelum,O
284,mendatangi,O
284,acara,O
284,Hari,O
284,Ulang,O
284,Tahun,O
284,GP,O
284,Ansor,O
284,ke-80,O
284,Mahfud,B-PERSON
284,Md,I-PERSON
284,terlebih,O
284,dulu,O
284,transit,O
284,di,O
284,pendapa,B-LOCATION
284,Pemerintah,I-LOCATION
284,Kabupaten,I-LOCATION
284,Madiun,I-LOCATION
285,Di,O
285,sana,O
285,ia,O
285,menemui,O
285,Bupati,B-PERSON
285,Muhtarom,I-PERSON
286,Kedatangan,O
286,Mahfud,B-PERSON
286,juga,O
286,dalam,O
286,rangka,O
286,menjadi,O
286,narasumber,O
286,seminar,O
286,bertajuk,O
286,``,O
286,Penegakan,O
286,Hukum,O
286,dan,O
286,Reformasi,O
286,Konstitusi,O
286,di,O
286,Indonesia,O
286,'',O
286,yang,O
286,digelar,O
286,di,O
286,kampus,B-LOCATION
286,Institut,I-LOCATION
286,Agama,I-LOCATION
286,Islam,I-LOCATION
286,Sunan,I-LOCATION
286,Giri,I-LOCATION
286,Ponorogo,I-LOCATION
287,Anggota,O
287,DPD,B-ORGANIZATION
287,RI,I-ORGANIZATION
287,Djan,B-PERSON
287,Faridz,I-PERSON
287,dipercaya,O
287,oleh,O
287,Presiden,B-PERSON
287,SBY,I-PERSON
287,menjadi,O
287,menteri,O
287,perumahan,O
287,rakyat,O
287,Menpera,O
287,yang,O
287,baru,O
287,menggantikan,O
287,Suharso,B-PERSON
287,Monoarfa,I-PERSON
288,Djan,B-PERSON
288,Faridz,I-PERSON
288,yang,O
288,rencananya,O
288,akan,O
288,maju,O
288,mencalonkan,O
288,diri,O
288,sebagai,O
288,gubernur,O
288,DKI,B-LOCATION
288,Jakarta,I-LOCATION
288,ini,O
288,mengaku,O
288,telah,O
288,mengeluarkan,O
288,dana,O
288,sekitar,O
288,Rp,B-QUANTITY
288,20,I-QUANTITY
288,juta,I-QUANTITY
288,untuk,O
288,promosi,O
288,jadi,O
288,calon,O
288,gubernur,O
289,Namun,O
289,setelah,O
289,ditunjuk,O
289,jadi,O
289,menteri,O
289,Djan,B-PERSON
289,Faridz,I-PERSON
289,memilih,O
289,mundur,O
289,menjadi,O
289,calon,O
289,gubernur,O
289,DKI,B-LOCATION
290,``,O
290,Jadi,O
290,dikasih,O
290,tugas,O
290,yang,O
290,lain,O
290,Yah,O
290,gak,O
290,jadi,O
290,Cagub,O
290,DKI,O
290,dapat,O
290,tugas,O
290,yang,O
290,lebih,O
290,berat,O
290,'',O
290,katanya,O
290,di,O
290,kantor,B-LOCATION
290,Presiden,I-LOCATION
290,Jakarta,I-LOCATION
290,Senin,B-TIME
290,17/10/2011,I-TIME
291,Djan,B-PERSON
291,Farid,I-PERSON
291,mengaku,O
291,ditelepon,O
291,Mensesneg,O
291,Sudi,B-PERSON
291,Silalahi,I-PERSON
291,semalam,O
291,ketika,O
291,sedang,O
291,menonton,O
291,televisi,O
292,``,O
292,Saya,O
292,ditugaskan,O
292,untuk,O
292,berupaya,O
292,lebih,O
292,baik,O
292,dari,O
292,sebelumnya,O
292,dan,O
292,bekerja,O
292,dengan,O
292,baik,O
292,'',O
292,ujarnya,O
293,Anggota,O
293,Fraksi,O
293,PDI,B-ORGANIZATION
293,Perjuangan,I-ORGANIZATION
293,TB,B-PERSON
293,Hasanuddin,I-PERSON
293,mengingatkan,O
293,agar,O
293,seluruh,O
293,kader,O
293,PDI-P,B-ORGANIZATION
293,mendukung,O
293,keputusan,O
293,Presiden,O
293,Joko,B-PERSON
293,Widodo,I-PERSON
293,terkait,O
293,pergantian,O
293,kepala,O
293,Polri,B-ORGANIZATION
294,Jokowi,B-PERSON
294,memutuskan,O
294,batal,O
294,melantik,O
294,Komjen,O
294,Budi,B-PERSON
294,Gunawan,I-PERSON
294,yang,O
294,sudah,O
294,mendapat,O
294,persetujuan,O
294,DPR,B-ORGANIZATION
294,untuk,O
294,menjadi,O
294,Kapolri,O
295,Jokowi,B-PERSON
295,mengusulkan,O
295,nama,O
295,baru,O
295,yakni,O
295,Komjen,O
295,Pol,O
295,Badrodin,B-PERSON
295,Haiti,I-PERSON
295,yang,O
295,kini,O
295,menjabat,O
295,Wakil,O
295,Kepala,O
295,Polri,O
296,``,O
296,Keputusan,O
296,Presiden,O
296,Jokowi,B-PERSON
296,yang,O
296,mengajukan,O
296,kembali,O
296,calon,O
296,Kapolri,O
296,seharusnya,O
296,didukung,O
296,oleh,O
296,kader,O
296,PDI-P.,O
296,Saya,O
296,akan,O
296,tetap,O
296,mendukung,O
296,penuh,O
296,keputusan,O
296,Presiden,O
296,Jokowi,B-PERSON
296,tersebut,O
296,dengan,O
296,segala,O
296,risikonya,O
296,'',O
296,kata,O
296,Hasanuddin,B-PERSON
296,dalam,O
296,keterangan,O
296,yang,O
296,diterima,O
296,media,O
296,Jumat,B-TIME
296,20/2/2015,I-TIME
297,Menurut,O
297,anggota,O
297,Komisi,O
297,I,O
297,itu,O
297,Ketua,O
297,Umum,O
297,PDI,B-ORGANIZATION
297,Perjuangan,I-ORGANIZATION
297,Megawati,B-PERSON
297,Soekarnoputri,I-PERSON
297,sebelumnya,O
297,telah,O
297,memerintahkan,O
297,kepada,O
297,semua,O
297,kader,O
297,agar,O
297,mendukung,O
297,kebijakan,O
297,Jokowi,B-PERSON
298,Sebagai,O
298,kader,O
298,yang,O
298,loyal,O
298,sudah,O
298,seharusnya,O
298,mengikuti,O
298,arahan,O
298,dari,O
298,Ketum,O
299,``,O
299,Apapun,O
299,yang,O
299,diputuskan,O
299,oleh,O
299,Presiden,O
299,Joko,B-PERSON
299,Widodo,I-PERSON
299,harus,O
299,didukung,O
299,penuh,O
299,dengan,O
299,iklas,O
299,dan,O
299,bertanggung,O
299,jawab,O
299,oleh,O
299,semua,O
299,kader,O
299,'',O
299,ujarnya,O
300,Sebelumnya,O
300,para,O
300,politisi,O
300,PDI-P,B-ORGANIZATION
300,mendesak,O
300,agar,O
300,Budi,B-PERSON
300,Gunawan,I-PERSON
300,tetap,O
300,dilantik,O
301,Desakan,O
301,itu,O
301,disampaikan,O
301,sejak,O
301,Budi,B-PERSON
301,ditetapkan,O
301,sebagai,O
301,tersangka,O
301,oleh,O
301,KPK,B-PERSON
301,hingga,O
301,adanya,O
301,putusan,O
301,praperadilan,O
302,Pengadilan,B-ORGANIZATION
302,Negeri,I-ORGANIZATION
302,Jakarta,I-ORGANIZATION
302,Selatan,I-ORGANIZATION
302,memutuskan,O
302,penetapan,O
302,tersangka,O
302,Budi,B-PERSON
302,tidak,O
302,sah,O
303,Wasekjen,O
303,PDI-P,B-ORGANIZATION
303,Ahmad,B-PERSON
303,Basarah,I-PERSON
303,sebelumnya,O
303,mengatakan,O
303,pihaknya,O
303,merasa,O
303,berada,O
303,di,O
303,posisi,O
303,yang,O
303,serba,O
303,salah,O
303,menyikapi,O
303,keputusan,O
303,Presiden,O
303,tersebut,O
304,SebagaiÂ,O
304,partaiÂ,O
304,pendukung,O
304,pemerintah,O
304,PDI-P,B-ORGANIZATION
304,merasa,O
304,seharusnya,O
304,mendukung,O
304,kebijakan,O
304,Jokowi,B-PERSON
305,Namun,O
305,di,O
305,sisi,O
305,lain,O
305,PDI-P,B-ORGANIZATION
305,merasa,O
305,keputusan,O
305,Jokowi,B-PERSON
305,tersebut,O
305,bertentangan,O
305,dengan,O
305,undang-undang,O
306,``,O
306,Keputusan,O
306,Presiden,O
306,tersebut,O
306,tentu,O
306,saja,O
306,akan,O
306,menyulitkan,O
306,posisi,O
306,Fraksi,O
306,PDI-Perjuangan,B-ORGANIZATION
306,sebagai,O
306,fraksi,O
306,partai,O
306,pemerintahÂ,O
306,di,O
306,DPR,B-ORGANIZATION
306,untuk,O
306,membela,O
306,kebijakan,O
306,Presiden,O
306,Jokowi,B-PERSON
306,'',O
306,kata,O
306,Ahmad,B-PERSON
306,Basarah,I-PERSON
306,saat,O
306,dihubungi,O
306,Rabu,B-TIME
306,18/2/2015,I-TIME
307,Menurut,O
307,Basarah,B-PERSON
307,Presiden,O
307,tak,O
307,bisa,O
307,begitu,O
307,saja,O
307,membatalkan,O
307,pelantikan,O
307,Budi,B-PERSON
307,karena,O
307,sudah,O
307,disetujui,O
307,oleh,O
307,DPR,B-ORGANIZATION
308,Seharusnya,O
308,kata,O
308,dia,O
308,sebelum,O
308,mengusulkan,O
308,nama,O
308,Badrodin,B-PERSON
308,Haiti,I-PERSON
308,sebagai,O
308,calon,O
308,kapolri,O
308,yang,O
308,baru,O
308,Presiden,O
308,Jokowi,B-PERSON
308,harus,O
308,lebih,O
308,dahulu,O
308,menentukan,O
308,status,O
308,hukum,O
308,Budi,B-PERSON
308,Gunawan,I-PERSON
309,Partai,B-ORGANIZATION
309,Amanat,I-ORGANIZATION
309,Nasional,I-ORGANIZATION
309,PAN,I-ORGANIZATION
309,Sulawesi,B-LOCATION
309,Selatan,I-LOCATION
309,menyatakan,O
309,mendukung,O
309,calon,O
309,ketua,O
309,umum,O
309,PAN,I-ORGANIZATION
309,Zulkifli,B-PERSON
309,Hasan,I-PERSON
310,``,O
310,PAN,B-ORGANIZATION
310,se-Sulawesi,B-LOCATION
310,Selatan,I-LOCATION
310,siap,O
310,mendukung,O
310,dan,O
310,memenangkan,O
310,Pak,B-PERSON
310,Zulkifli,I-PERSON
310,'',O
310,kata,O
310,Ashabul,B-PERSON
310,Kahfi,I-PERSON
310,Ketua,O
310,PAN,B-ORGANIZATION
310,Sulawesi,B-LOCATION
310,Selatan,I-LOCATION
310,saat,O
310,pertemuan,O
310,konsolidasi,O
310,Zulkifli,I-PERSON
310,Hasan,I-PERSON
310,dengan,O
310,PAN,B-ORGANIZATION
310,kabupaten/kota,O
310,di,O
310,Rumah,B-LOCATION
310,Makan,I-LOCATION
310,Sariwangi,I-LOCATION
310,Makassar,B-LOCATION
310,Selasa,B-TIME
310,30,I-TIME
310,Desember,I-TIME
310,2014,I-TIME
311,Pertemuan,O
311,konsolidasi,O
311,pemenangan,O
311,Zulkifli,B-PERSON
311,Hasan,I-PERSON
311,tersebut,O
311,dihadiri,O
311,Ketua,O
311,PAN,B-ORGANIZATION
311,Sulawesi,B-LOCATION
311,Selatan,I-LOCATION
311,dan,O
311,kabupaten,O
311,atau,O
311,kota,O
312,Hadir,O
312,dalam,O
312,rombongan,O
312,Zulkifli,B-PERSON
312,di,O
312,pertemuan,O
312,tersebut,O
312,anggota,O
312,Fraksi,B-ORGANIZATION
312,PAN,I-ORGANIZATION
312,DPR,I-ORGANIZATION
312,Andi,B-PERSON
312,Taufan,I-PERSON
312,Tiro,I-PERSON
312,Indira,B-PERSON
312,Chunda,I-PERSON
312,Thita,I-PERSON
312,dan,O
312,Yandri,B-PERSON
312,Susanto,I-PERSON
313,Dalam,O
313,pertemuan,O
313,itu,O
313,sebanyak,O
313,dua,O
313,puluh,O
313,empat,O
313,ketua,O
313,PAN,B-ORGANIZATION
313,kabupaten,O
313,atau,O
313,kota,O
313,menandatangani,O
313,dukungan,O
313,ke,O
313,Zulkifli,B-PERSON
313,menjadi,O
313,ketua,O
313,umum,O
313,pada,O
313,kongres,O
313,mendatang,O
314,Di,O
314,hadapan,O
314,para,O
314,ketua,O
314,dan,O
314,pengurus,O
314,PAN,B-ORGANIZATION
314,kabupaten,O
314,atau,O
314,kota,O
314,se-Sulawesi,B-LOCATION
314,Selatan,I-LOCATION
314,Zulkifli,B-PERSON
314,menyatakan,O
314,akan,O
314,memperjuangkan,O
314,tradisi,O
314,baru,O
315,Tradisi,O
315,yang,O
315,dimaksud,O
315,adalah,O
315,memberikan,O
315,kewenangan,O
315,kepada,O
315,pengurus,O
315,daerah,O
315,memutuskan,O
315,pencalonan,O
315,bupati,O
315,atau,O
315,wali,O
315,kota,O
315,serta,O
315,menentukan,O
315,pimpinan,O
315,Dewan,O
315,dari,O
315,legislator,O
315,yang,O
315,terpilih,O
316,``,O
316,Urusan-urusan,O
316,seperti,O
316,itu,O
316,nantinya,O
316,tidak,O
316,lagi,O
316,diputuskan,O
316,oleh,O
316,pengurus,O
316,pusat,O
316,'',O
316,kata,O
316,Zulkifli,B-PERSON
317,=Pengacara,O
317,mantan,O
317,Ketua,O
317,Umum,O
317,Partai,B-ORGANIZATION
317,Demokrat,I-ORGANIZATION
317,Anas,B-PERSON
317,Urbaningrum,I-PERSON
317,Adnan,B-PERSON
317,Buyung,I-PERSON
317,Nasution,I-PERSON
317,menyatakan,O
317,keberatan,O
317,dengan,O
317,tiga,O
317,saksi,O
317,di,O
317,persidangan,O
317,yang,O
317,mengenakan,O
317,cadar,O
318,Protes,O
318,itu,O
318,disampaikan,O
318,Adnan,B-PERSON
318,kepada,O
318,Ketua,O
318,Majelis,B-ORGANIZATION
318,Hakim,I-ORGANIZATION
318,Pengadilan,I-ORGANIZATION
318,Tindak,I-ORGANIZATION
318,Pidana,I-ORGANIZATION
318,Korupsi,I-ORGANIZATION
318,Jakarta,B-LOCATION
318,Haswandi,B-PERSON
318,dalam,O
318,sidang,O
318,kasus,O
318,dugaan,O
318,korupsi,O
318,terkait,O
318,proyek,O
318,Hambalang,O
318,dan,O
318,proyek,O
318,lainnya,O
318,serta,O
318,pencucian,O
318,uang,O
318,yang,O
318,menjerat,O
318,Anas,O
319,``,O
319,Apakah,O
319,majelis,O
319,memberi,O
319,kebijakan,O
319,saksi,O
319,pakai,O
319,cadar,O
319,Apakah,O
319,ini,O
319,kebijakan,O
319,peradilan,O
319,di,O
319,Indonesia,B-LOCATION
319,Kalau,O
319,di,O
319,berbagai,O
319,negara,O
319,dilarang,O
319,Kalau,O
319,boleh,O
319,dibuka,O
319,agar,O
319,masyarakat,O
319,tahu,O
319,siapa,O
319,ini,O
319,saksinya,O
319,'',O
319,kata,O
319,Adnan,B-PERSON
319,di,O
319,Pengadilan,B-LOCATION
319,Tipikor,I-LOCATION
319,Kamis,B-TIME
319,14/8/2014,I-TIME
320,Menanggapi,O
320,keberatan,O
320,tersebut,O
320,Haswandi,B-PERSON
320,menyatakan,O
320,bahwa,O
320,penggunaan,O
320,cadar,O
320,berkaitan,O
320,dengan,O
320,keyakinan,O
320,saksi,O
321,Haswandi,B-PERSON
321,kemudian,O
321,menanyakan,O
321,ketiga,O
321,saksi,O
321,apakah,O
321,bersedia,O
321,untuk,O
321,membuka,O
321,cadar,O
322,Ketiga,O
322,saksi,O
322,yang,O
322,mengenakan,O
322,cadar,O
322,ialah,O
322,Neneng,B-PERSON
322,Sri,I-PERSON
322,Wahyuni,I-PERSON
322,Yulianis,B-PERSON
322,dan,O
322,Oktarina,B-PERSON
322,Putri,I-PERSON
323,Cadar,O
323,itu,O
323,menutupi,O
323,hampir,O
323,seluruh,O
323,wajah,O
323,ketiganya,O
323,kecuali,O
323,bagian,O
323,mata,O
324,``,O
324,Saya,O
324,keberatan,O
324,Yang,O
324,Mulia,O
324,'',O
324,ujar,O
324,Neneng,B-PERSON
324,diikuti,O
324,Yulianis,B-PERSON
324,dan,O
324,Oktarina,B-PERSON
325,Haswandi,B-PERSON
325,menjelaskan,O
325,dalam,O
325,undang-undang,O
325,tidak,O
325,ada,O
325,larangan,O
325,penggunaan,O
325,cadar,O
325,di,O
325,persidangan,O
326,``,O
326,Untuk,O
326,keterbukaan,O
326,publik,O
326,mungkin,O
326,bagus,O
326,Tapi,O
326,undang-undang,O
326,kita,O
326,belum,O
326,ada,O
326,yang,O
326,melarang,O
326,Peraturan,O
326,kita,O
326,tidak,O
326,melarang,O
326,jadi,O
326,kita,O
326,izinkan,O
326,mereka,O
326,'',O
326,timpal,O
326,Haswandi,B-PERSON
327,Namun,O
327,secara,O
327,pribadi,O
327,Adnan,B-PERSON
327,menilai,O
327,penggunaan,O
327,cadar,O
327,dalam,O
327,persidangan,O
327,bertentangan,O
327,dengan,O
327,aturan,O
327,universal,O
328,Sidang,O
328,pun,O
328,akhirnya,O
328,tetap,O
328,dilanjutkan,O
329,Partai,B-ORGANIZATION
329,Demokrat,I-ORGANIZATION
329,tak,O
329,ambil,O
329,pusing,O
329,menyikapi,O
329,Partai,B-ORGANIZATION
329,Keadilan,I-ORGANIZATION
329,Sejahtera,I-ORGANIZATION
329,yang,O
329,uring-uringan,O
329,jika,O
329,posisi,O
329,satu,O
329,menterinya,O
329,ada,O
329,yang,O
329,digeser,O
329,lewat,O
329,perombakan,O
329,kabinet,O
329,nanti,O
330,Seharusnya,O
330,kata,O
330,Demokrat,B-ORGANIZATION
330,jika,O
330,PKS,B-ORGANIZATION
330,komitmen,O
330,dengan,O
330,koalisi,O
330,maka,O
330,tetap,O
330,berada,O
330,di,O
330,koalisi,O
331,``,O
331,Tapi,O
331,kita,O
331,serahkan,O
331,ke,O
331,PKS,B-ORGANIZATION
331,Kalau,O
331,betah,O
331,di,O
331,koalisi,O
331,ya,O
331,silakan,O
331,bertahan,O
331,Kalau,O
331,gerah,O
331,ya,O
331,silakan,O
331,keluar,O
331,Itu,O
331,saja,O
331,kan,O
331,intinya,O
331,'',O
331,ujar,O
331,Ketua,O
331,DPP,O
331,Bidang,O
331,Ekonomi,O
331,Partai,B-ORGANIZATION
331,Demokrat,I-ORGANIZATION
331,Sutan,B-PERSON
331,Bhatoegana,I-PERSON
331,saat,O
331,dihubungi,O
331,wartawan,O
331,di,O
331,Jakarta,B-LOCATION
331,Sabtu,B-TIME
331,15/10/2011,I-TIME
332,Menurut,O
332,Sutan,B-PERSON
332,partainya,O
332,tak,O
332,tahu,O
332,apakah,O
332,empat,O
332,jatah,O
332,menteri,O
332,di,O
332,PKS,B-ORGANIZATION
332,akan,O
332,berkurang,O
332,dalam,O
332,pemerintahan,O
332,Kabinet,O
332,Indonesia,O
332,Bersatu,O
332,Jilid,O
332,II,O
332,yang,O
332,sedang,O
332,ditimbang,O
332,Presiden,O
332,Susilo,B-PERSON
332,Bambang,I-PERSON
332,Yudhoyono,I-PERSON
332,saat,O
332,ini,O
333,Sutan,B-PERSON
333,menjawab,O
333,diplomatis,O
333,``,O
333,Itu,O
333,kan,O
333,hak,O
333,preogatif,O
333,presiden.,O
333,``,O
333,Lagipula,O
333,Sutan,B-PERSON
333,melanjutkan,O
333,Partai,B-ORGANIZATION
333,Demokrat,I-ORGANIZATION
333,tidak,O
333,bisa,O
333,bilang,O
333,apa-apa,O
333,soal,O
333,perombakan,O
333,kabinet,O
334,``,O
334,Kemarin,O
334,saja,O
334,ada,O
334,kursi,O
334,dari,O
334,Demokrat,B-ORGANIZATION
334,yang,O
334,dikurangi,O
334,kita,O
334,biasa,O
334,saja,O
334,'',O
334,terang,O
334,Wakil,B-ORGANIZATION
334,Ketua,I-ORGANIZATION
334,Fraksi,I-ORGANIZATION
334,Partai,I-ORGANIZATION
334,Demokrat,B-ORGANIZATION
334,ini,O
335,Dikatakannya,O
335,kalau,O
335,memang,O
335,orientasi,O
335,koalisi,O
335,ditimbang,O
335,lewat,O
335,kursi,O
335,menteri,O
335,tinggal,O
335,dikembalikan,O
335,lagi,O
335,kepada,O
335,kemauan,O
335,PKS,B-ORGANIZATION
336,Namun,O
336,Sutan,B-PERSON
336,berharap,O
336,PKS,B-ORGANIZATION
336,tetap,O
336,bersama,O
336,koalisi,O
337,``,O
337,Demokrat,B-ORGANIZATION
337,tak,O
